/m/01bwr	305162	botany	n06066555	noun.cognition:the branch of biology that studies plants
/m/0krfg	300079	meal	n07573696	noun.food:the food served and eaten at one time
/m/01sdr	296520	color	n04956594	noun.attribute:a visual attribute of things that results from the light they emit or transmit or reflect
/m/03rbf6	296426	macro photography	non exist	
/m/09qqq	292098	wall	n04546855	noun.artifact:an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure
/m/02l215	291295	reflection	n11503060	noun.phenomenon:the phenomenon of a propagating wave (light or sound) being thrown back from a surface
/m/07bsy	285700	transport	v01953810	verb.motion:move something or somebody around; usually over long distances
/m/06z0n	284058	sunlight	n11485367	noun.phenomenon:the rays of the sun
/m/01kyr8	283238	darkness	n13983515	noun.state:absence of light or illumination
/m/038hg	281779	green	n04967191	noun.attribute:green color or pigment; resembling the color of growing grass
/m/01bqvp	281264	sky	n09436708	noun.object:the atmosphere and outer space as viewed from the earth
/m/01lxd	279838	coast	n09428293	noun.object:the shore of a sea or ocean
/m/01l7t2	277826	downtown	n08539072	noun.location:the central area or commercial center of a town or city
/m/088fh	274593	yellow	n04965661	noun.attribute:yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons
/m/05_5t0l	274313	landmark	n08624891	noun.location:the position of a prominent or well-known object in a particular landscape
/m/019sc	274055	black	n04960277	noun.attribute:the quality or state of the achromatic color of least lightness (bearing the least resemblance to white)
/m/09d_r	269325	mountain	n09359803	noun.object:a land mass that projects well above its surroundings; higher than a hill
/m/04mx32	268800	evening	n15166462	noun.time:the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
/m/0djmp	265803	ancient history	n06514529	noun.communication:a history of the ancient world
/m/06gfj	264407	road	n04096066	noun.artifact:an open way (generally public) for travel or transportation
/m/02ht342	264039	automobile make	non exist	
/m/02rfdq	263695	interior design	n06124864	noun.cognition:the branch of architecture dealing with the selection and organization of furnishings for an architectural interior
/m/01cd9	258883	brand	n06845599	noun.communication:a name given to a product or service
/m/01d74z	258112	night	n15167027	noun.time:the time after sunset and before sunrise while it is dark outside
/m/01c8br	256480	street	n04334599	noun.artifact:a thoroughfare (usually including sidewalks) that is lined with buildings
/m/02hnx9	255581	woody plant	n13103136	noun.plant:a plant having hard lignified tissues or woody parts especially stems
/m/09686	254474	vertebrate	n01471682	noun.animal:animals having a bony or cartilaginous skeleton with a segmented spinal column and a large brain enclosed in a skull or cranium
/m/01l0y0	253998	material	n14580897	noun.substance:the tangible substance that goes into the makeup of a physical object
/m/0csby	252956	cloud	n11439690	noun.phenomenon:any collection of particles (e.g., smoke or dust) or gases that is visible
/m/0d1n2	251813	horizon	n08585657	noun.location:the line at which the sky and Earth appear to meet
/m/02_ktj	251752	morning	n15165289	noun.time:the time period between dawn and noon
/m/02nfxt	249830	residential area	n08553535	noun.location:a district where people live; occupied primarily by private residences
/m/02csf	241292	drawing	n07003119	noun.communication:an illustration that is drawn by hand and published in a book, magazine, or newspaper
/m/01g5v	240680	blue	n04968895	noun.attribute:blue color or pigment; resembling the color of the clear sky in the daytime
/m/0fpdgl	240212	human settlement	n08672562	noun.location:an area where a group of families live together
/m/01ctry	240041	atmosphere of earth	n08499057	noun.location:the mass of air surrounding the Earth
/m/03gq5hm	238122	font	n06825399	noun.communication:a specific size and style of type within a type family
/m/025rw19	237166	iron	n14642417	noun.substance:a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood
/m/0b5gs	231307	branch	n13163250	noun.plant:a division of a stem, or secondary stem arising from the main stem of a plant
/m/0dx1j	229237	town	n08665504	noun.location:an urban area with a fixed boundary that is smaller than a city
/m/03jm5	226042	house	n03544360	noun.artifact:a dwelling that serves as living quarters for one or more families
/m/0h8ls87	224551	automotive exterior	non exist	
/m/068jd	223097	photograph	v01003249	verb.communication:record on photographic film
/m/083jv	222640	white	n09638875	noun.person:a member of the Caucasoid race
/m/09j2d	222553	clothing	n03051540	noun.artifact:a covering designed to be worn on a person's body
/m/01280g	221988	wildlife	n07993776	noun.group:all living things (except people) that are undomesticated
/m/034z7h	220343	cityscape	n06209770	noun.cognition:a viewpoint toward a city or other heavily populated area
/m/0180xr	220086	neighbourhood	n08641113	noun.location:a surrounding or nearby region
/m/08t9c_	218909	grass	n12102133	noun.plant:narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay
/m/02q08p0	216197	dish	n03206908	noun.artifact:a piece of dishware normally used as a container for holding or serving food
/m/01cbzq	215170	rock	n09416076	noun.object:a lump or mass of hard consolidated mineral matter
/m/01kr8f	214892	illustration	n06999233	noun.communication:artwork that helps make something clear or attractive
/m/02fm9k	214135	shore	n09433442	noun.object:the land along the edge of a body of water
/m/01b3l7	213805	dusk	n15169421	noun.time:the time of day immediately following sunset
/m/038t8_	211655	estate	n13250930	noun.possession:everything you own; all of your assets (whether real property or personal property) and liabilities
/m/025s3q0	210318	landscape	n08646902	noun.location:an expanse of scenery that can be seen in a single view
/m/01f4td	209192	rural area	n08644722	noun.location:an area outside of cities and towns
/m/01l0mw	207897	home	n08559508	noun.location:where you live at a particular time
/m/017kvv	207871	infrastructure	n03569964	noun.artifact:the stock of basic facilities and capital equipment needed for the functioning of a country or area
/m/04rky	207254	mammal	n01861778	noun.animal:any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk
/m/03scnj	207254	line	n06799897	noun.communication:a mark that is long relative to its width
/m/07s6nbt	207230	text	n06387980	noun.communication:the words of something written
/m/07pw27b	206020	atmospheric phenomenon	n11425580	noun.phenomenon:a physical phenomenon associated with the atmosphere
/m/04_5hy	205507	stage	n15290337	noun.time:any distinct time period in a sequence of events
/m/06fvc	204707	red	n04962784	noun.attribute:red color or pigment; the chromatic color resembling the hue of blood
/m/017m8l	198921	waterway	n04559275	noun.artifact:a conduit through which water flows
/m/06_dn	196958	snow	n11508382	noun.phenomenon:precipitation falling from clouds in the form of ice crystals
/m/0754v	194130	season	n15236475	noun.time:one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions
/m/0n68_	193938	structure	n04931965	noun.attribute:the manner of construction of something and the arrangement of its parts
/m/0134l	193405	autumn	n15236859	noun.time:the season when the leaves fall from the trees
/m/03qtwd	191825	crowd	n08182379	noun.group:a large number of things or people considered together
/m/011s0	191387	advertising	n07248801	noun.communication:a public promotion of some product or service
/m/01zbnw	191307	screenshot	not exist	
/m/0bl0l	189289	garden	n03417345	noun.artifact:a plot of ground where plants are cultivated
/m/0838f	189271	water	n14845743	noun.substance:binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent
/m/07glzq	188740	sketch	n04227144	noun.artifact:preliminary drawing for later elaboration
/m/02py09	188654	natural environment	n13934596	noun.state:the totality of surrounding conditions
/m/05kq4	188381	ocean	n09376198	noun.object:a large body of water constituting a principal part of the hydrosphere
/m/01gq53	188202	performance	n00097504	noun.act:the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it
/m/02mhj	186985	ecosystem	n08368757	noun.group:a system formed by the interaction of a community of organisms with their physical environment
/m/043rvww	186818	geographical feature	a03021543	adj.pert:of or relating to the science of geography
/m/01ykh	185410	cuisine	n07571324	noun.food:the practice or manner of preparing food or the food so prepared
/m/05fblh	183853	habitat	n08580583	noun.location:the type of environment in which an organism or group normally lives or occurs
/m/09dv7	182187	soil	n09335240	noun.object:material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use)
/m/03ktm1	181708	body of water	n09225146	noun.object:the part of the earth's surface covered with water (such as a river or lake or ocean)
/m/0ytgt	181191	child	n09917593	noun.person:a young person of either sex
/m/06ht1	180649	room	n04105893	noun.artifact:an area within a building enclosed by walls and floor and ceiling
/m/01n5jq	179542	poster	n06793426	noun.communication:a sign posted in a public place as an advertisement
/m/04ggh49	179289	bay	n09215664	noun.object:an indentation of a shoreline larger than a cove but smaller than a gulf
/m/04_5sg	176401	hill	n09303008	noun.object:a local and well-defined elevation of the land
/m/086mh	176220	winter	n15237782	noun.time:the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox
/m/02zr8	175195	forest	n08438533	noun.group:the trees and other plants in a large densely wooded area
/m/05wrt	175044	property	n13244109	noun.possession:something owned; any tangible or intangible possession that is owned by someone; 
/m/0k65p	174881	hand	n05564590	noun.body:the (prehensile) extremity of the superior limb
/m/06cnp	174791	river	n09411430	noun.object:a large natural stream of water (larger than a creek)
/m/068hy	174475	pet	n01318894	noun.animal:a domesticated animal kept for companionship or amusement
/m/09jwl	174219	musician	n10339966	noun.person:artist who composes or conducts music as a profession
/m/0jg24	173784	image	n03931044	noun.artifact:a visual representation (of an object or scene or person or abstraction) produced on a surface
/m/01fdzj	173492	tower	n04460130	noun.artifact:a structure taller than its diameter; can stand alone or be attached to a larger building
/m/083wq	172488	wheel	n04574999	noun.artifact:a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)
/m/0866r	171942	weather	n11524662	noun.phenomenon:the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation
/m/0d4v4	171217	window	n04587648	noun.artifact:a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air
/m/02jjt	168502	entertainment	n00429048	noun.act:an activity that is diverting and that holds the attention
/m/023bbt	168025	wilderness	n08683548	noun.location:a wild and uninhabited area left in its natural condition
/m/01dv4h	167492	portrait	n07202391	noun.communication:a word picture of a person's appearance and character
/m/02nvjx	166174	place of worship	n03953416	noun.artifact:any building where congregations gather for prayer
/m/04rlf	166091	music	n07020895	noun.communication:an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner
/m/01l56l	164968	landform	not exist	
/m/025tn5c	162590	terrain	n08674563	noun.location:a piece of ground having specific characteristics or military potential
/m/0b3yr	160647	beach	n09217230	noun.object:an area of sand sloping down to the water of a sea or lake
/m/05qjc	160099	performing arts	n06157326	noun.cognition:arts or skills that require public performance
/m/015lz1	159883	singing	n00545501	noun.act:the act of singing vocal music
/m/06msq	159861	sculpture	n04157320	noun.artifact:a three-dimensional work of plastic art
/m/02ljgl	159649	monument	n03743902	noun.artifact:a structure erected to commemorate persons or events
/m/08g_yr	159403	temple	n04407435	noun.artifact:place of worship consisting of an edifice for the worship of a deity
/m/0hnc1	156848	woodland	n09284015	noun.object:land that is covered with trees and shrubs
/m/0hwky	156122	pattern	n00410247	noun.act:a customary way of operation or behavior
/m/01b2w5	154840	sunset	n15169248	noun.time:the time in the evening at which the sun begins to fall below the horizon
/m/01b3kg	154468	dawn	n15168790	noun.time:the first light of day
/m/0gqbt	153081	shrub	n13112664	noun.plant:a low woody perennial plant usually having several major stems
/m/0b_fd	152749	sense	n05677504	noun.cognition:a general conscious awareness
/m/0bmgjqz	151265	sport venue	n08677628	noun.location:the scene of any event or action (especially the place of a meeting)
/g/11jxkqbpp	150353	mountainous landforms	s02240490	adj.all:having hills and crags
/m/04hgtk	150205	head	n05538625	noun.body:the upper part of the human body or the front part of the body in animals; contains the face and brains
/m/013y0j	149791	organ	n05297523	noun.body:a fully differentiated structural and functional unit in an animal that is specialized for some particular function
/m/01jwgf	148562	product	n03748886	noun.artifact:commodities offered for sale
/m/01txr2	148431	spring	n15237044	noun.time:the season of growth
/m/083s2	147429	wing	n02151625	noun.animal:a movable organ for flying (one of a pair)
/m/0l7_8	146435	floor	n03365592	noun.artifact:the inside lower horizontal surface (as of a room, hallway, tent, or other structure)
/m/07bx10	143728	academic conference	n08308497	noun.group:a prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)
/m/016q19	143396	petal	n11690455	noun.plant:part of the perianth that is usually brightly colored
/m/036hv	143131	geology	n06115701	noun.cognition:a science that deals with the history of the earth as recorded in rocks
/m/02jwqh	143056	vacation	n15137890	noun.time:leisure time away from work devoted to rest or pleasure
/m/04wxr	143035	mountain range	n09403734	noun.object:a series of hills or mountains
/m/05zdp	142828	public transport	n04019101	noun.artifact:conveyance for passengers or mail or freight
/m/0138tl	141232	toy	n03964744	noun.artifact:an artifact designed to be played with
/m/04h4w	140675	lake	n09328904	noun.object:a body of (usually fresh) water surrounded by land
/m/04yx4	140163	man	n10287213	noun.person:an adult person who is male (as opposed to a woman)
/m/019cfy	140142	stadium	n04295881	noun.artifact:a large structure for open-air sports or entertainments
/m/02mwzg	140047	plateau	n09453008	noun.object:a relatively flat highland
/m/025st_8	138771	meadow	n08570634	noun.location:a field where grass or alfalfa are grown to be made into hay
/m/015p6	138718	bird	n01503061	noun.animal:warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings
/m/0hr5k	137922	festival	n15162388	noun.time:a day or period of time set aside for feasting and celebration
/m/01c34b	136926	flooring	n14871370	noun.substance:building material used in laying floors
/m/0ds4x	135935	hairstyle	n05256862	noun.body:the arrangement of the hair (especially a woman's hair)
/m/01qls	134736	community	n08223802	noun.group:a group of people living in a particular local area
/m/01fklc	134697	pink	n04970916	noun.attribute:a light shade of red
/m/02p0sll	133971	wave	n07345593	noun.event:(physics) a movement up and down or back and forth
/m/079cl	133918	skyscraper	n04233124	noun.artifact:a very tall building with many stories
/m/01lcwm	132037	luxury vehicle	non exist	
/m/01350r	130831	performance art	n00550771	noun.act:the act of presenting a play or a piece of music or other entertainment
/m/01jddz	130262	concert	n06892775	noun.communication:a performance of music by players or singers not involving theatrical staging
/m/0bkqqh	129436	signage	n08074421	noun.group:signs collectively (especially commercial signs or posters)
/m/0557q	127199	musical theatre	n07019172	noun.communication:a play or film whose action and dialogue is interspersed with singing and dancing
/m/02y3rj	126900	presentation	n01048697	noun.act:the activity of formally presenting something (as a prize or reward)
/m/03q69	126779	hair	n05254795	noun.body:a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss
/m/01v327	126273	lawn	n08591592	noun.location:a field of cultivated and mowed grass
/m/013_1c	125900	statue	n04306847	noun.artifact:a sculpture representing a human or animal
/m/07bxq	125419	tourism	n00298161	noun.act:the business of providing services to tourists
/m/014sv8	125418	eye	n05311054	noun.body:the organ of sight
/m/033lpr	124704	audience	n08221897	noun.group:a gathering of spectators or listeners at a (usually public) performance
/m/032tl	124440	fashion	n03323593	noun.artifact:consumer goods (especially clothing) in the current mode
/m/0c_jw	124438	furniture	n03405725	noun.artifact:furnishings that make a room or other area ready for occupancy
/m/099fz	122678	sand	n15019030	noun.substance:a loose material consisting of grains of rock or coral
/m/02qbl1m	121422	photo shoot	n03925226	noun.artifact:a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material
/m/0dzct	120502	face	n05600637	noun.body:the front of the human head from the forehead to the chin and ear to ear
/m/05qdh	120036	painting	n03876519	noun.artifact:graphic art consisting of an artistic composition made by applying paints to a surface
/m/01b2q6	119548	sunrise	n11517656	noun.phenomenon:atmospheric phenomena accompanying the daily appearance of the sun
/m/0204fg	119524	skyline	n08585657	noun.location:the line at which the sky and Earth appear to meet
/m/0355cw	118556	ridge	n09409512	noun.object:a long narrow natural elevation or striation
/m/081pkj	117734	event	n00029378	noun.Tops:something that happens at a given place and time
/m/03f35r	117733	wildflower	n11672400	noun.plant:wild or uncultivated flowering plant
/m/033j3c	116697	lane	n03640589	noun.artifact:a narrow way or road
/m/01vkl	116314	circle	n13873502	noun.shape:ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point
/m/019jd	115226	boat	n02858304	noun.artifact:a small vessel for travel on water
/m/01f43	115045	beauty	n04683814	noun.attribute:the qualities that give pleasure to the senses
/m/0h8lhsd	113895	outdoor structure	non exist	
/m/0k0pj	113334	nose	n05598147	noun.body:the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals
/m/03xxp	113074	invertebrate	a02510273	adj.all:lacking a backbone or spinal column
/m/07sn5gn	111811	geological phenomenon	n11417672	noun.phenomenon:a natural phenomenon involving the structure or composition of the earth
/m/01m0lg	111481	human positions	n05079866	noun.attribute:the arrangement of the body and its limbs
/m/01ctsf	111346	atmosphere	n14524849	noun.state:a particular environment or surrounding influence
/m/012mq4	110110	sports car	n04285008	noun.artifact:a small low car with a high-powered engine; usually seats two persons
/m/0brn2d	109346	field	n08569998	noun.location:a piece of land cleared of trees and usually enclosed
/m/0jwzhtg	108991	carving	n00942234	noun.act:removing parts from hard material to create a desired pattern or shape
/m/06l8d	108861	restaurant	n04081281	noun.artifact:a building where people go to eat
/m/06zsq	108604	sign	n06646243	noun.communication:a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
/m/01y3fy	107784	jungle	n08439022	noun.group:an impenetrable equatorial forest
/m/07yxk	107226	valley	n09468604	noun.object:a long depression in the surface of the land that usually contains a river
/m/02p0tk3	106565	human body	n05217168	noun.body:alternative names for the body of a human being
/m/068mqj	106461	automotive design	a02926936	adj.pert:of or relating to motor vehicles
/m/0270h	106083	dessert	n07609840	noun.food:a dish served as the last course of a meal
/m/09cynt	105318	convention	n08309086	noun.group:a large formal assembly
/m/0d1pc	104253	model	n05890249	noun.cognition:a hypothetical description of a complex entity or process
/m/0215n	103978	cartoon	n06780678	noun.communication:a humorous or satirical drawing published in a newspaper or magazine
/m/0jyfg	103720	glasses	n04272054	noun.artifact:optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision
/m/039jq	103690	glass	n14881303	noun.substance:a brittle transparent solid with irregular atomic structure
/m/0vlys	101435	tower block	n03519387	noun.artifact:tower consisting of a multistoried building of offices or apartments
/m/05fwb	101310	number	n05121418	noun.attribute:the property possessed by a sum or total or indefinite quantity of units or individuals
/m/017r8p	101094	pedestrian	n10412055	noun.person:a person who travels by foot
/m/06bm2	101049	recreation	n00401783	noun.act:activity that refreshes and recreates; activity that renews your health and spirits by enjoyment and relaxation
/m/06wtgq	100575	play	v01072949	verb.competition:participate in games or sport
/m/01klb9	100518	plaza	n08619795	noun.location:a public square with room for pedestrians
/m/018vpr	100235	cliff	n09246464	noun.object:a steep high face of rock
/m/021mp2	99986	sedan	n04166281	noun.artifact:a car that is closed and that has front and rear seats and two or four doors
/m/03nxtz	99954	cottage	n02919792	noun.artifact:a small house with a single story
/m/0dnr7	99903	textile	n03309808	noun.artifact:artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers
/m/07p82rh	98838	human action	n00030358	noun.Tops:something that people do or cause to happen
/m/0250x	98292	costume	n03113657	noun.artifact:the attire worn in a play or at a fancy dress ball
/m/021dfr	97369	youth	n10804406	noun.person:a young person (especially a young man or boy)
/m/05zppz	97348	male	a01476685	adj.all:being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation
/m/015r61	97110	modern art	n02743547	noun.artifact:the products of human creativity; works of art collectively
/m/0j7ty	96568	blossom	n11669335	noun.plant:reproductive organ of angiosperm plants especially one having showy or colorful parts
/m/05b0n7k	96538	outdoor recreation	a03095372	adj.pert:pertaining to or concerning the outdoors or outdoor activities
/m/0hm03	96410	trail	v02058756	verb.motion:to lag or linger behind
/m/093shy	96400	reservoir	n13776854	noun.quantity:a large or extra supply of something
/m/0h_m	96324	adventure	v02544348	verb.social:take a risk in the hope of a favorable outcome
/m/02mnkq	96324	bumper	n02918595	noun.artifact:a mechanical device consisting of bars at either end of a vehicle to absorb shock and prevent serious damage
/m/07c1v	95471	technology	n00949619	noun.act:the practical application of science to commerce or industry
/m/0hz4q	95335	breakfast	n07574602	noun.food:the first meal of the day (usually in the morning)
/m/03vt0	95321	insect	n02159955	noun.animal:small air-breathing arthropod
/m/03c0bxg	94921	limb	n05560244	noun.body:one of the jointed appendages of an animal used for locomotion or grasping: arm; leg; wing; flipper
/m/01ckgp	94615	interaction	n00039021	noun.act:a mutual or reciprocal action; interacting
/m/0bt9lr	93405	dog	n02084071	noun.animal:a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds
/m/0271t	92969	drink	v01170052	verb.consumption:take in liquids
/m/015bv3	92318	document	n06470073	noun.communication:writing that provides information (especially information of an official nature)
/m/0166ls	91699	park	v01934427	verb.motion:maneuver a vehicle into a parking space
/m/0hkvx	91383	prairie	n08619524	noun.location:a treeless grassy plain
/m/0j_s4	91183	metropolitan area	n08497294	noun.location:a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)
/m/0fkrk	90791	grass family	n12100538	noun.plant:the grasses: chiefly herbaceous but some woody plants including cereals; bamboo; reeds; sugar cane
/m/0pgl9	90252	tourist attraction	n05853820	noun.cognition:a characteristic that attracts tourists
/m/039v1	89979	guitarist	n10151760	noun.person:a musician who plays the guitar
/m/01ttd6	89145	plant stem	n13129165	noun.plant:a slender or elongated structure that supports a plant or fungus or a plant part or plant organ
/m/09ggk	88728	purple	n04970059	noun.attribute:a purple color or pigment
/m/0dpvm	88252	arch	n13886133	noun.shape:a curved shape in the vertical plane that spans an opening
/m/0hkf	87738	agriculture	n01104406	noun.act:a large-scale farming enterprise
/m/01b4q9	87040	social group	n07950920	noun.group:people sharing some social relation
/m/05sm1	86674	plain	n09393605	noun.object:extensive tract of level open land
/m/04p25	86347	loch	n09341874	noun.object:Scottish word for a lake
/m/056mk	86180	metropolis	n08524735	noun.location:a large and densely populated urban area; may include several independent administrative districts
/m/06z04	85311	skin	n05238282	noun.body:a natural protective body covering and site of the sense of touch
/m/01rzcn	85147	watercraft	n04530566	noun.artifact:a craft designed for water transportation
/m/01wb7	84705	church	n03028079	noun.artifact:a place for public (especially Christian) worship
/m/063km	84695	profession	n00609953	noun.act:an occupation requiring special education (especially in the liberal arts or sciences)
/m/01w5c_	84394	aerial photography	non exist	
/m/011l78	84338	team	n08208560	noun.group:a cooperative unit (especially in sports)
/m/035r7c	82827	leg	n05560787	noun.body:a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle
/m/0f28m	82703	symmetry	n05064827	noun.attribute:(mathematics) an attribute of a shape or relation; exact reflection of form on opposite sides of a dividing line or plane
/m/0750y	81551	suburb	n08554440	noun.location:a residential district located on the outskirts of a city
/m/081rb	80807	writing	n00929718	noun.act:the act of creating written works
/m/0bpxlzj	80730	endurance sports	n05032565	noun.attribute:the power to withstand hardship or stress
/m/0pvlz	80448	wetland	n09477890	noun.object:a low area where the land is saturated with water
/m/0chml9	80194	portrait photography	n07202391	noun.communication:a word picture of a person's appearance and character
/m/0ldpy	79917	adolescence	n15147850	noun.time:the time period between the beginning of puberty and adulthood
/m/01d40f	79648	dress	n03236735	noun.artifact:a one-piece garment for a woman; has skirt and bodice
/m/03m9d0z	79302	wind	n11525955	noun.phenomenon:air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure
/m/049_3v	78475	yard	n04610879	noun.artifact:the enclosed land around a house or other building
/m/03g3w	78251	history	n15121406	noun.time:the aggregate of past events
/m/01z5f	78080	dog-like mammal	n01861778	noun.animal:any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk
/m/0fzyg	78015	aviation	n08433727	noun.group:the aggregation of a country's military aircraft
/m/0hr8	78015	asphalt	n14769465	noun.substance:mixed asphalt and crushed gravel or sand; used especially for paving but also for roofing
/m/0ds5b	77720	facial hair	n05261404	noun.body:hair on the face (especially on the face of a man)
/m/031bff	77488	window covering	non exist	
/m/0hrcj2p	77296	backyard	n02772197	noun.artifact:the grounds in back of a house
/m/0k5j	77008	aircraft	n02686568	noun.artifact:a vehicle that can fly
/m/01k74n	76766	facial expression	n04679738	noun.attribute:the feelings expressed on a person's face
/m/016c4t	76164	ceremony	n07450842	noun.event:a formal event performed on a special occasion
/m/0ch75fj	75691	man made object	non exist	
/m/016c68	75542	adult	n09605289	noun.person:a fully developed person from maturity onward
/m/03d1rd	75459	ruins	n14562324	noun.state:an irrecoverable state of devastation and destruction
/m/02q3d5	75285	memorial	n03743902	noun.artifact:a structure erected to commemorate persons or events
/m/05r655	74916	girl	n10129825	noun.person:a young woman
/m/019nj4	74880	smile	n06878071	noun.communication:a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement
/m/01c7cq	74820	grassland	n08598301	noun.location:land where grass or grasslike vegetation grows and is the dominant form of plant life
/m/0jfd5	74769	lunch	n07575076	noun.food:a midday meal
/m/01jm2n	74295	walkway	n04544979	noun.artifact:a path set aside for walking
/m/0f4s2w	73706	vegetable	n12212361	noun.plant:any of various herbaceous plants cultivated for an edible part such as the fruit or the root of the beet or the leaf of spinach or the seeds of bean plants or the flower buds of broccoli or cauliflower
/m/06d4_	73626	race	n07458453	noun.event:a contest of speed
/m/03bt1vf	73137	woman	n10787470	noun.person:an adult female person (as opposed to a man)
/m/025qfg	72928	antique car	non exist	
/m/01bgsw	72819	toddler	n10714465	noun.person:a young child
/m/0199g	72507	bicycle	n02834778	noun.artifact:a wheeled vehicle that has two wheels and is moved by foot pedals
