/m/02ht342	264039	automobile make	n02958343,v01930738,n05845140,n00340463,v02560585,v00120316,v01617192,v00770437,v01645601,v01621555,v00730758,v01646075,v01640207,v02289295,v01619014,v02621395,v02022162,v02674708,v01653873,v01755816,v01654628,v00556855,v00012267,v02396716,v02355596,v02020590,v00665476,v02582921,v02598483,v01733477,v00276068,v02075857,v00074038,v02748759,v02748627,v02745332,v02665124,v02621133,v02134050,v02051031,v02021532,v01755504,v01664172,v01428578,v00891038,v00838524,v00698256,v00698104,v00562182,v00562067,v00545953,v00107369,v00072012
/m/02rfdq	263695	interior design	n00608354,n06124864
/m/01cd9	258883	brand	n06845599,n05845140,n06795543,n15101157,n06794666,n04373894,v02508663,v02508245,v01588876,v01031109
/m/01d74z	258112	night	n15167027,n15167577,n15167474,n15155747,n13983717,n15169759,n15167349,n09559769
/m/01c8br	256480	street	n04334599,n04335209,n14516256,n14485811,n08225426
/m/02hnx9	255581	woody plant	n13103136
/m/09686	254474	vertebrate	n01471682,a02510062
/m/01l0y0	253998	material	n14580897,n06635509,n03309808,n03729951,n10300654,s02577734,a00626800,a01487627,s01779193,a00629997,a00625393
/m/0csby	252956	cloud	n11439690,n09247410,n13960357,n14525108,n13982999,n07996149,v02770717,v02157731,v02041577,v01769565,v01537959,v00587962,v00510364,v00391833
/m/0d1n2	251813	horizon	n08585657,n05127782,n08658118,n08585846
/m/02_ktj	251752	morning	n15165289,n06632671,n15168790,n07326108
/m/02nfxt	249830	residential area	n08553535
/m/02csf	241292	drawing	n07003119,n03234306,n00935940,n00508091,n00392093,n00115667,v01448100,v02293148,v01582645,v00730758,v01995211,v01690294,v01854132,v00987071,v00675901,v01760300,v01199009,v02088107,v02311387,v01078050,v01643297,v00556593,v02097800,v01690816,v01643464,v01243148,v02742107,v02628832,v02483564,v02103162,v01539063,v01505254,v01359432,v01243298,v01212230,v01115190,v00476965,v00430808,v00327982,v00197590,v00143338,v00097029
/m/01g5v	240680	blue	n04968895,n02855925,n08480847,n09224566,n14986593,n02703692,n02282257,v00521641,s00370869,s01606058,s00703615,s00425002,s02132224,s01590484,s01300370,s00364881
/m/0fpdgl	240212	human settlement	n02472293,a02743261,a02743391,a01258617,n08374049,n08226699,n07177924,n01252280,n05789089,n08672562,n00228535
/m/01ctry	240041	atmosphere of earth	n14524849,n13711060,n08499057,n14520278,n09210604,n04727214,n09270894,n14842992,n09334396,n08562067,n14844414,n05670972,n03462747,v02146990,v01292727
/m/03gq5hm	238122	font	n06825399,n02788572
/m/025rw19	237166	iron	n14642417,n03585073,n03585337,n03584829,v01390833,s02038891
/m/0b5gs	231307	branch	n08401248,n13163250,n13913849,n11415721,n09228324,n02737833,v00329244,v00328802
/m/0dx1j	229237	town	n08665504,n08226514,n08672199,n11346710
/m/03jm5	226042	house	n03544360,n08059870,n08224580,n08222966,n08163025,n07971449,n00432164,n08685677,n08381296,n08078020,n04417809,n03545150,v02701828,v02459173
/m/0h8ls87	224551	automotive exterior	a02926936,s01562488,n08613593,n08613472,a00952395
/m/068jd	223097	photograph	n03925226,v01003249,v02734653
/m/083jv	222640	white	n09638875,n04960729,n11384291,n11384159,n11384022,n11383917,n11383767,n11383546,n09478355,n07841037,n04579986,n03357081,v00280301,a00393105,a00243180,s01905235,s01698231,s01327680,s01250991,s01130932,s01087093,s00756638,s00406743,s00404568,s00272950
/m/09j2d	222553	clothing	n03051540,v00047945,v02386675,v01617034
/m/01280g	221988	wildlife	n07993776
/m/034z7h	220343	cityscape	n06209770,n03036149
/m/0180xr	220086	neighbourhood	n08641113,n08225090
/m/08t9c_	218909	grass	n12102133,n11012153,n10675481,n07801091,n03990834,v01137055,v01603032,v01580348,v01209025,v01204581,v00841986
/m/02q08p0	216197	dish	n03206908,n07557434,n13766896,n10613996,n03207305,n00432881,v01180351,v00263471
/m/01cbzq	215170	rock	n09416076,n14696793,n11266920,n10535366,n07609083,n07064715,n00348008,v01875295,v01876028
/m/01kr8f	214892	illustration	n06999233,n06880533,n05820620,n03561345
/m/02fm9k	214135	shore	n09433442,n04204468,v02710981,v01981436,v01219004
/m/01b3l7	213805	dusk	n15169421,v00312575
/m/038t8_	211655	estate	n13250930,n13246662,n08167365
/m/025s3q0	210318	landscape	n08646902,n03640166,n03640011,n06209940,v01751836,v01741221
/m/01f4td	209192	rural area	n08644722
/m/01l0mw	207897	home	n08559508,n03259505,n08490199,n03528901,n08490402,n08585158,n14513694,n08078020,n03528100,v02459633,v02005347,a01219827,a02742844,s01038332,r00097840,r00098520,r00098380
/m/017kvv	207871	infrastructure	n03570372,n03569964
/m/04rky	207254	mammal	n01861778
/m/03scnj	207254	line	n08430568,n06799897,n08430203,n13863771,n07012534,n11474637,n08594286,n05773049,n02934168,n08377085,n08593262,n13905792,n03946325,n03671272,n04402057,n01204294,n08101937,n03670849,n00582388,n08593924,n06260121,n03671668,n03671473,n13713003,n13379413,n07028373,n07012979,n06626286,n05748786,n04008385,v02703539,v01270784,v01582645,v01276361,v00454135,v00222993
/m/07s6nbt	207230	text	n06387980,n07172557,n06414372,n06388579
/m/07pw27b	206020	atmospheric phenomenon	n11425580
/m/04_5hy	205507	stage	n15290337,n13939892,n04296562,n07006712,n04297098,n00306900,n08646566,n04296949,v01711445,v01648126
/m/06fvc	204707	red	n04962784,n09405949,n09863749,n13327231,s00381097,s00248560,s00395626
/m/017m8l	198921	waterway	n09476331,n04559275
/m/06_dn	196958	snow	n11508382,n15043763,n11307082,n03066743,v02758977,v00839194
/m/0754v	194130	season	n15239579,n15236475,n15239292,v02191766,v00295120,v00294884
/m/0n68_	193938	structure	n04341686,n04931965,n05726345,n05225602,n08378819,v00404222
/m/0134l	193405	autumn	n15236859
/m/03qtwd	191825	crowd	n08182379,n08273843,v02028722,v02649305,v02027612,v02054864
/m/011s0	191387	advertising	n07248801,n01101329,v00975902,v00976653
/m/01zbnw	191307	screenshot	not exist
/m/0bl0l	189289	garden	n03417345,n08439808,n03417749,v01740969
/m/0838f	189271	water	n14845743,n09225146,n14847357,n04562658,n14855724,n07935504,v00228236,v02357873,v00069570,v00452098
/m/07glzq	188740	sketch	n04227144,n07203016,n06469694,n06780678,v01697628,v01006421
/m/02py09	188654	natural environment	n10346392,n06867218,n01245950,a01569965,a01570892,a01574036,s01595050,a01577771,s02282985,s01952643,s01406180,s01335708,s00074594,n13934596,n08567235
/m/05kq4	188381	ocean	n09376198,n13776971
/m/01gq53	188202	performance	n06891493,n00550771,n00097504,n00047106,n13525549
/m/02mhj	186985	ecosystem	n08368757
/m/043rvww	186818	geographical feature	a03021543,a01470496,n05849789,n05601758,n06615026,n06268784,n05850212,n03325769,v02630189,v02631659
/m/01ykh	185410	cuisine	n07571324
/m/05fblh	183853	habitat	n08580583
/m/09dv7	182187	soil	n14498096,n14844693,n09335240,n08493064,v01534147
/m/03ktm1	181708	body of water	n09225146
/m/0ytgt	181191	child	n09917593,n09918248,n09918554,n09918762
/m/06ht1	180649	room	n04105893,n13777764,n14485436,n07985948,v02656763
/m/01n5jq	179542	poster	n06793426,n09854510,n02387722
/m/04ggh49	179289	bay	n09215664,n07376836,n11704093,n02812785,n02812631,n02696048,n02388917,v01048073,v01047951,s00395977
/m/04_5sg	176401	hill	n09303008,n03792048,n11050057,n11049938,n03792334,v01660640
/m/086mh	176220	winter	n15237782,v02709573
/m/02zr8	175195	forest	n08438533,n09284015,v01567888
/m/05wrt	175044	property	n13244109,n04916342,n08513718,n05849040,n04012260
/m/0k65p	174881	hand	n05564590,n10176679,n06403393,n05637965,n08650157,n07956887,n05852973,n03482523,n13654093,n10158506,n09875353,n06692238,n02440250,n01208460,v02230772,v02000133
/m/06cnp	174791	river	n09411430
/m/068hy	174475	pet	n01318894,n09991867,n07553176,n00902376,v01425892,v01226600,s01462882
/m/09jwl	174219	musician	n10340312,n10339966
/m/0jg24	173784	image	n05928118,n04677716,n03931044,n05937524,n07105475,n10027246,n08000304,n04675777,n03265874,v02151603,v01635432
/m/01fdzj	173492	tower	n04460130,n13900422,n04495843,v02696503
/m/083wq	172488	wheel	n04574999,n04313503,n05195920,n04575723,n04113406,n04039041,n02834778,v02046075,v02046441,v01887020,v01935476
/m/0866r	171942	weather	n11524662,v02707251,v02038278,v01928283,v00275088,s01400464
/m/0d4v4	171217	window	n04587648,n04588365,n04588587,n09480077,n15299783,n04589745,n04588986,n04588739
/m/02jjt	168502	entertainment	n00429048
/m/023bbt	168025	wilderness	n14413831,n09479424,n08683548,n05116730
/m/01dv4h	167492	portrait	n07202391,n03987079
/m/02nvjx	166174	place of worship	n03953416
/m/04rlf	166091	music	n07020895,n05718556,n00543233,n05718935,n01162529
/m/01l56l	164968	landform	not exist
/m/025tn5c	162590	terrain	n08674563
/m/0b3yr	160647	beach	n09217230,v01978947
/m/05qjc	160099	performing arts	n06157326
/m/015lz1	159883	singing	n00545501,n06805297,v01731031,v01729431,v01067816,v01043887,v00937208,v00378521,v00582743,s01501718
/m/06msq	159861	sculpture	n04157320,n00937656,v01684337,v01551871
/m/02ljgl	159649	monument	n03743902,n08600443,n04076713
/m/08g_yr	159403	temple	n04407435,n05602683,n04407686,n04374735
/m/0hnc1	156848	woodland	n09284015
/m/0hwky	156122	pattern	n05930736,n00410247,n03178782,n05667613,n05938795,n05902327,n08492747,n07005270,v01743784,v02712243
/m/01b2w5	154840	sunset	n15169248,n11517776,n07344015,s01640618,s01013843
/m/01b3kg	154468	dawn	n15168790,n07326108,n15267945,v00591755,v02609614,v00528836
/m/0gqbt	153081	shrub	n13112664
/m/0b_fd	152749	sense	n05677504,n06602472,n05651971,n05614657,n05807012,v02106006,v02155248,v00589469,v00589309
/m/0bmgjqz	151265	sport venue	n00523513,n00433216,n10639238,n10639047,n10638922,n10341660,n06780882,v02631659,v01883716,n08677628,n08677525
/g/11jxkqbpp	150353	mountainous landforms	s02240490,s01389846,s01219502
/m/04hgtk	150205	head	n05538625,n01318381,n05611302,n10162991,n08482271,n11495607,n08664184,n08508449,n06291809,n14312481,n13654380,n13133786,n10474645,n10163354,n10162780,n09399592,n09302031,n09301844,n08572467,n07418822,n07372779,n06822034,n06783768,n06343971,n05595837,n05290756,n04058721,n03501811,n03501614,n03501520,n03501288,n03250279,n00854876,v01935233,v02440244,v01999423,v02729023,v01931768,v02754463,v02694287,v02624128,v01590915
/m/013y0j	149791	organ	n05297523,n08349350,n03273551,n06595056,n03854065,n03494537
/m/01jwgf	148562	product	n03748886,n04007894,n05859630,n14997699,n11415842,n07999068
/m/01txr2	148431	spring	n15237044,n04288272,n09443453,n08508361,n05021151,n00120202,v01963942,v02623906,v01892104,v00095271,v00935827
/m/083s2	147429	wing	n02151625,n04592741,n04592962,n08219493,n08482113,n10782135,n08493825,n08486306,n07648549,n03327841,n02713594,v01940403
/m/0l7_8	146435	floor	n03365592,n03365991,n06658118,n09282208,n09282084,n09282363,n07976596,n05176341,n03366464,n03366301,v01809064,v01412346
/m/07bx10	143728	academic conference	n09759069,a02599939,s00862718,s02083908,n08308497,n08231184,n07142566
/m/016q19	143396	petal	n11690455
/m/036hv	143131	geology	n06115701
/m/02jwqh	143056	vacation	n15137890,n01253665,v02708707
/m/04wxr	143035	mountain range	n09403734
/m/05zdp	142828	public transport	n04019101
/m/0138tl	141232	toy	n03964744,n04462102,n04461879,n03769235,n02085374,v02437465,v01586278,v00013328
/m/04h4w	140675	lake	n09328904,n14991106,n14991004
/m/04yx4	140163	man	n10287213,n10582746,n10289039,n02472293,n10289176,n10288763,n10745332,n10288516,n08887716,n03716327,n02472987,v02420991,v01088547
/m/019cfy	140142	stadium	n04295881
/m/02mwzg	140047	plateau	n09453008
/m/025st_8	138771	meadow	n08570634
/m/015p6	138718	bird	n01503061,n07644382,n09989045,n07123870,n04212282,v01139865
/m/0hr5k	137922	festival	n15162388,n00517728
/m/01c34b	136926	flooring	n03365592,n14871370,v01809064,v01412346
/m/0ds4x	135935	hairstyle	n05256862
/m/01qls	134736	community	n08223802,n13240839,n08224274,n13971382,n08553535,n07941729
/m/01fklc	134697	pink	n04970916,n11807979,n10434321,v02185373,v02178866,v01255508,s00379595
/m/02p0sll	133971	wave	n07352190,n00346095,n07345593,n07352835,n07274027,n05259240,n13868944,n11524451,n10771066,v01041415,v01446901,v01901783,v01223616,v00039488
/m/079cl	133918	skyscraper	n04233124
/m/01lcwm	132037	luxury vehicle	n05119223,n05146471,n14492373,n04524313,n06255081,n15112086,n09283193
/m/01350r	130831	performance art	n06891493,n00550771,n00097504,n00047106,n13525549,n02743547,n00933420,n05638987,n06998748
/m/01jddz	130262	concert	n06892775,v01639003,v00761600
/m/0bkqqh	129436	signage	n08074421
/m/0557q	127199	musical theatre	n07019172,a02867783,a01505462,a01504625,a01501113,n04417809,n07006119,n08551628
/m/02y3rj	126900	presentation	n01048697,n00521562,n06891022,n07167415,n03210940,n07217349,n05081434
/m/03q69	126779	hair	n05254795,n13761603,n13090091,n05254393,n03475674,n01900150
/m/01v327	126273	lawn	n08591592
/m/013_1c	125900	statue	n04306847
/m/07bxq	125419	tourism	n00298161
/m/014sv8	125418	eye	n05311054,n05614476,n05703307,n08523483,n03308297,v02167052
/m/033lpr	124704	audience	n08221897,n08222293,n14484778,n07143624
/m/032tl	124440	fashion	n04928903,n00415226,n05750657,n03323593,v01658188
/m/0c_jw	124438	furniture	n03405725
/m/099fz	122678	sand	n15019030,n11280013,n05032351,v01386433
/m/02qbl1m	121422	photo shoot	n03925226,n13164763,n00122954,v01137138,v02484570,v01134781,v01002740,v02096047,v02061495,v02055267,v01597286,v01003249,v02768259,v02123175,v01585523,v01519184,v01437144,v01195804,v01084466,v00985219,v00647508,v00357332,v00086320
/m/0dzct	120502	face	n05600637,n04679738,n04679419,n03313873,n09618957,n08510666,n05601198,n03313602,n06877578,n06825399,n05168795,n04838210,n03313456,v00812298,v01078783,v02693319,v02693691,v01908365,v01066433,v02137907,v01271936,v01271189
/m/05qdh	120036	painting	n03876519,n00936620,n00717208,n00609236,v01684899,v01362736,v01684663,v01363482
/m/01b2q6	119548	sunrise	n15168790,n11517656,n07343910,s01642951
/m/0204fg	119524	skyline	n08651735,n08585657
/m/0355cw	118556	ridge	n09409512,n13902048,n09409898,n09409752,n05603342,n04089152,v02689730,v01742244,v01509933,v01310417,v00144446
/m/081pkj	117734	event	n00029378,n13943400,n11453860,n11410625
/m/03f35r	117733	wildflower	n11672400
/m/033j3c	116697	lane	n03640589,n03640660
/m/01vkl	116314	circle	n13873502,n08240169,n13873917,n00295172,n04465933,n04036494,n03033019,n03032811,v01911339,v02044278,v01522716
/m/019jd	115226	boat	n02858304,n03456024,v01944692
/m/01f43	115045	beauty	n04683814,n10613996,n05925702
/m/0h8lhsd	113895	outdoor structure	a01692222,a03095372,n04341686,n04931965,n05726345,n05225602,n08378819,v00404222
/m/0k0pj	113334	nose	n05598147,n03830835,n03831062,n13762458,n06807056,n05658826,n05637106,n03833564,v02169119,v01994128,v02125223,v01873051,v01424350,v01109644
/m/03xxp	113074	invertebrate	n01905661,a02510273
/m/07sn5gn	111811	geological phenomenon	n11417672
/m/01m0lg	111481	human positions	n02472293,a02743261,a02743391,a01258617,n08621598,n08622586,n06208751,n05079866,n13945919,n00586262,n05074774,n08622201,n00722479,n01051331,n13925752,n06196284,n06783265,n06483454,n00721431,n00083448,v01987160,v01494310
/m/01ctsf	111346	atmosphere	n14524849,n13711060,n08499057,n14520278,n09210604,n04727214
/m/012mq4	110110	sports car	n04285008
/m/0brn2d	109346	field	n08569998,n08506641,n08569777,n05996646,n11456760,n01097119,n14514039,n08570758,n09393605,n08005260,n08551628,n07999584,n07999471,n08659446,n08005580,n05932891,n02687992,v01082290,v01081852,v00815539,v00675592
/m/0jwzhtg	108991	carving	n02973558,n00942234,n00937656,v01256157,v01256600,v01255967
/m/06l8d	108861	restaurant	n04081281
/m/06zsq	108604	sign	n06646243,n06793231,n06791372,n04217882,n08685677,n14301785,n13856574,n07286014,n06876144,n07276018,n06811625,v00996485,v02464866,v00889229,v02409941,v01039330,v01498319,v00929160,v00867231,s00498161
/m/01y3fy	107784	jungle	n08509111,n08478171,n08439022
/m/07yxk	107226	valley	n09468604
/m/02p0tk3	106565	human body	n05217168
/m/068mqj	106461	automotive design	a02926936,s01562488,n00928077,n05728678,n05902327,n03178782,n05982152,n03179318,n05633385,v01638368,v00709625,v01640550,v01639714,v01753596,v01633825,v00698572
/m/0270h	106083	dessert	n07609840
/m/09cynt	105318	convention	n08309086,n05667613,n06774316,n04801532,n01231819
/m/0d1pc	104253	model	n05890249,n05845652,n10324560,n03777283,n05925366,n10324851,n05937112,n10291240,n00898804,v01743784,v01697027,v02142775,v02142626,v01722980,v01697406,s02586446
/m/0215n	103978	cartoon	n06780678,n06616464,v01693727
/m/0jyfg	103720	glasses	n04272054,n14881303,n03438257,n13767239,n03333129,n03754295,n03688832,n03438661,v02335363,v02152690,v01587575,v00188580,v00125447
/m/039jq	103690	glass	n14881303,n03438257,n13767239,n03333129,n03754295,n03688832,n03438661,v02335363,v02152690,v01587575,v00188580,v00125447
/m/0vlys	101435	tower block	n03519387
/m/05fwb	101310	number	n05121418,n13582013,n06892016,n06426111,n06807198,n06596978,n08480512,n06425065,n05096294,n06326526,n03835412,v02645007,v00948853,v00946755,v02731632,v00948071,v00235918
/m/017r8p	101094	pedestrian	n10412055,s01346343
/m/06bm2	101049	recreation	n00426928,n00401783
/m/06wtgq	100575	play	n07007945,n07018931,n00557588,n00556313,n14009763,n00947596,n00786887,n00431893,n15256915,n13993842,n07411851,n06780882,n04774511,n00511817,n00457382,n00430140,n00041468,v01072949,v02370650,v01725051,v01719302,v02418686,v01724459,v01726172,v00013615,v01903385,v01138911,v02418421,v01722077,v01717436,v01716619,v01149470,v00013328,v02597601,v01717169,v01586278,v01163355,v00711932,v02722449,v02437465,v01903562,v01719921,v01716882,v01629589,v01377239,v01156115,v01155687,v01080691,v01080064,v01079873,v01079480,v00075875
/m/01klb9	100518	plaza	n08619795,n03965456
/m/018vpr	100235	cliff	n09246464
/m/021mp2	99986	sedan	n04166281,n04166436
/m/03nxtz	99954	cottage	n02919792
/m/0dnr7	99903	textile	n03309808,a03124541
/m/07p82rh	98838	human action	n00030358
/m/0250x	98292	costume	n03113657,n03114041,n03114236,n03113835,v00051761,v02337545
/m/021dfr	97369	youth	n10804406,n07944050,n15147713,n14425853,n15266034,n04928585
/m/05zppz	97348	male	n01321230,n09624168,n08965475,a01476685,s01483677,s01477077
/m/015r61	97110	modern art	n10326551,n06826726,a01535709,s00972902,s00414354,s01876261,s00820975,n02743547,n00933420,n05638987,n06998748
/m/0j7ty	96568	blossom	n11669335,n15295045,v00294245,v00293760
/m/05b0n7k	96538	outdoor recreation	a01692222,a03095372,n00426928,n00401783
/m/0hm03	96410	trail	n09460312,n04466613,n05826914,v02058756,v02001858,v02059916,v01542842,v01453969
/m/093shy	96400	reservoir	n13776854,n04078747,n04078574,n09407867
/m/0h_m	96324	adventure	n00796315,v02544348,v02545272
/m/02mnkq	96324	bumper	n02918831,n02918595
/m/07c1v	95471	technology	n00949619,n06125041
/m/0hz4q	95335	breakfast	n07574602,v01185740,v01185875
/m/03vt0	95321	insect	n02159955,n10792028
/m/03c0bxg	94921	limb	n05560244,n13163803,n08592494,n03669094,n03668906,n02737833
/m/01ckgp	94615	interaction	n00039021,n11516113
/m/0bt9lr	93405	dog	n02084071,n10114209,n10023039,n09886220,n07676602,n03901548,n02710044,v02001858
/m/0271t	92969	drink	n07885223,n00748515,n07881800,n09270508,n00839778,v01170052,v01171183,v01175467,v00737005,v01172275
/m/015bv3	92318	document	n06470073,n03217458,n13403331,n06510977,v01002297,v00666510
/m/0166ls	91699	park	n08615149,n08615374,n02782778,n11222655,n08615638,n03890881,v01493380,v01934427
/m/0hkvx	91383	prairie	n08619524
/m/0j_s4	91183	metropolitan area	n10313239,n10313146,a02865172,n08497294,n05815517,n05221895,n14514039,n02735688,n05128519
/m/0fkrk	90791	grass family	n12100538
/m/0pgl9	90252	tourist attraction	n05853820
/m/039v1	89979	guitarist	n10151760
/m/01ttd6	89145	plant stem	n03956922,n00017222,n10438470,n05906080,v01567275,v01528821,v01647229,v02322810,v01371201,v00734790,n06300193,n13129165,n04184095,n04313771,n02880008,n00441501,v02627753,v02713065,v00354452,v00176137
/m/09ggk	88728	purple	n04970059,n14432271,v00289297,v00285088,s00380312,s02017372,s01591394
/m/0dpvm	88252	arch	n13886133,n05576573,n02734217,n02733524,v02034986,s02338917,s02226661,s02122715
/m/0hkf	87738	agriculture	n01104406,n00916464,n08128964,n08075287
/m/01b4q9	87040	social group	n07950920
/m/05sm1	86674	plain	n09393605,n03625226,v00907147,s01618376,a01791911,a01785906,s01907103,s00765666,s00060605,s00169432,r00039318
/m/04p25	86347	loch	n09341987,n09341874
/m/056mk	86180	metropolis	n08524735,n08226335
/m/06z04	85311	skin	n05238282,n04230093,n01895735,n13962048,n07738353,n04230221,v01921772,v01309478,v01263784,v01262936
/m/01rzcn	85147	watercraft	n05644334,n04530566
/m/01wb7	84705	church	n08082602,n03028079,n01032368,n08082899,v02079151
/m/063km	84695	profession	n08112096,n00609953,n06732925,n06685040
/m/01w5c_	84394	aerial photography	n00561226,n02715229,a01380267,s00626136,n00903559,n13536794,n00620554
/m/011l78	84338	team	n08208560,n07985384,v01089285
/m/035r7c	82827	leg	n05560787,n05561507,n03654826,n13913849,n07655505,n03906106,n03654576,n00307176,n00306900
/m/0f28m	82703	symmetry	n05064827,n13898315,n04917439
/m/0750y	81551	suburb	n08554440
/m/081rb	80807	writing	n00929718,n06362953,n06363778,n06359877,n00614224,v01698271,v00993014,v01744611,v01007027,v01031966,v01705494,v01691057,v00998886,v01699896,v01692834
/m/0bpxlzj	80730	endurance sports	n05032565,n13962166,n00523513,n00433216,n10639238,n10639047,n10638922,n10341660,n06780882,v02631659,v01883716
/m/0pvlz	80448	wetland	n09477890
/m/0chml9	80194	portrait photography	n07202391,n03987079,n00903559,n13536794,n00620554
/m/0ldpy	79917	adolescence	n15147850,n14426910
/m/01d40f	79648	dress	n03236735,n02756098,n02728440,v00046534,v00047945,v01266269,v00044797,v00043683,v00542809,v02036650,v01679433,v01466543,v01364184,v01321002,v01262813,v00511636,v00082714,v00045639,v00038849,s01043226,s01042921
